Time, TargetPitch, SensorPitch, TargetRoll, SensorRoll, VelM1, VelM2, VelM3
15.2127,0.1700, -0.0621,0.1700, 0.0069,1.3822, 0.0639, 0.0639
32.2038,0.1700, -0.0617,0.1700, 0.0068,6.1159, 0.0639, -4.3902
52.1955,0.1700, -0.0600,0.1700, 0.0074,10.9496, 0.4834, -11.3011
72.1905,0.1700, -0.0512,0.1700, 0.0118,9.8111, 1.4221, -12.3398
92.1899,0.1700, -0.0335,0.1700, 0.0223,7.2944, 1.4221, -9.0441
112.1905,0.1700, -0.0036,0.1700, 0.0392,3.5593, 1.5819, -4.9695
132.1883,0.1700, 0.0306,0.1700, 0.0592,1.3223, 0.8229, -2.1532
152.1868,0.1700, 0.0522,0.1700, 0.0761,1.6418, 0.5633, -2.4328
172.1857,0.1700, 0.0623,0.1700, 0.0883,1.7217, -0.0759, -2.4328
192.1855,0.1700, 0.0601,0.1700, 0.0929,2.3010, 0.0639, -2.1731
212.1823,0.1700, 0.0538,0.1700, 0.0852,3.0799, 0.0639, -2.0133
232.1824,0.1700, 0.0546,0.1700, 0.0735,3.2397, 0.2437, -2.6925
252.1838,0.1700, 0.0640,0.1700, 0.0769,2.8403, 1.4621, -3.0520
272.1823,0.1700, 0.0785,0.1700, 0.0930,1.5619, -0.0160, -3.3116
292.1815,0.1700, 0.0897,0.1700, 0.1045,1.3023, -0.0559, -3.1519
312.1807,0.1700, 0.0938,0.1700, 0.1079,1.8016, 0.0639, -1.8136
332.1782,0.1700, 0.0932,0.1700, 0.1049,2.3010, 0.2237, -1.5140
353.1794,0.1700, 0.0946,0.1700, 0.1028,1.9614, 2.1412, -1.5540
373.1792,0.1700, 0.1008,0.1700, 0.1071,1.9414, 1.7018, -2.2331
393.1776,0.1700, 0.1077,0.1700, 0.1153,1.5420, 0.5633, -3.1119
413.1790,0.1700, 0.1116,0.1700, 0.1239,1.3822, 0.1238, -2.1731
433.1761,0.1700, 0.1150,0.1700, 0.1289,1.2224, -0.1158, -1.6738
453.1734,0.1700, 0.1190,0.1700, 0.1289,1.4421, 0.0240, -1.1345
473.1761,0.1700, 0.1211,0.1700, 0.1282,1.6618, 0.1438, -1.6338
493.1714,0.1700, 0.1228,0.1700, 0.1300,1.5619, 0.1039, -1.5140
513.1720,0.1700, 0.1271,0.1700, 0.1322,1.6618, 0.0439, -1.8336
533.1791,0.1700, 0.1323,0.1700, 0.1338,1.1824, 0.2237, -1.4141
553.1707,0.1700, 0.1351,0.1700, 0.1353,1.6019, 0.0639, -1.8735
573.1703,0.1700, 0.1368,0.1700, 0.1362,1.3023, 0.2237, -1.2144
593.1677,0.1700, 0.1399,0.1700, 0.1368,1.1625, 0.5233, -1.1145
613.1677,0.1700, 0.1429,0.1700, 0.1385,1.2024, 1.1025, -1.6139
633.4308,0.1700, 0.1453,0.1700, 0.1408,1.0426, 0.7630, -1.7137
653.1662,0.1700, 0.1474,0.1700, 0.1438,1.1425, 0.5233, -1.5540
674.1624,0.1700, 0.1491,0.1700, 0.1480,1.1025, 0.1438, -1.0147
694.1633,0.1700, 0.1519,0.1700, 0.1512,1.0227, 0.1039, -1.4141
714.1608,0.1700, 0.1553,0.1700, 0.1520,0.9627, 0.4234, -0.8948
734.1600,0.1700, 0.1570,0.1700, 0.1524,0.7630, 0.7630, -1.2344
754.1586,0.1700, 0.1585,0.1700, 0.1535,0.6032, 1.0826, -0.9148
774.1591,0.1700, 0.1604,0.1700, 0.1558,0.8229, 0.1838, -1.0746
794.1580,0.1700, 0.1618,0.1700, 0.1596,1.1824, -0.0360, -1.1745
814.1583,0.1700, 0.1630,0.1700, 0.1630,1.2224, 0.0639, -0.8349
834.1577,0.1700, 0.1652,0.1700, 0.1635,1.2424, 0.0639, -0.6352
854.1560,0.1700, 0.1673,0.1700, 0.1629,0.4634, 0.0639, -0.7950
874.1556,0.1700, 0.1682,0.1700, 0.1637,0.7630, 0.0639, -1.3742
894.1543,0.1700, 0.1700,0.1700, 0.1651,0.3835, 0.0639, -0.7550
914.1539,0.1700, 0.1718,0.1700, 0.1657,0.5633, 1.0426, -0.7950
934.1526,0.1700, 0.1721,0.1700, 0.1658,0.9428, 0.8429, -0.5353
954.1505,0.1700, 0.1723,0.1700, 0.1662,0.8828, 0.4634, -1.0147
974.1519,0.1700, 0.1732,0.1700, 0.1692,0.8629, 0.1238, -0.7750
994.1499,0.1700, 0.1754,0.1700, 0.1735,0.4834, 0.0639, -0.5153
1014.1519,0.1700, 0.1782,0.1700, 0.1749,0.1438, 0.0639, -0.5353
1035.1488,0.1700, 0.1793,0.1700, 0.1739,0.6432, 0.0639, -0.6352
1055.1484,0.1700, 0.1787,0.1700, 0.1736,1.2623, 0.0639, -0.4155
1075.1470,0.1700, 0.1786,0.1700, 0.1742,0.6432, 0.0639, -0.5952
1095.1459,0.1700, 0.1808,0.1700, 0.1745,0.1638, 0.0639, -0.9148
1115.1454,0.1700, 0.1842,0.1700, 0.1756,0.0839, 0.0639, -0.5553
1135.1428,0.1700, 0.1854,0.1700, 0.1775,0.0639, 0.0639, -0.7350
1162.1447,0.1700, 0.1844,0.1700, 0.1776,0.4234, 0.7031, -0.4953
1181.1454,0.1700, 0.1839,0.1700, 0.1759,1.4221, 1.1225, -0.3555
1199.1421,0.1700, 0.1837,0.1700, 0.1764,1.0426, 0.2836, -0.3555
1219.1410,0.1700, 0.1841,0.1700, 0.1797,-0.0360, 0.0839, -0.5153
1239.1395,0.1700, 0.1872,0.1700, 0.1830,0.0639, -0.0959, -0.6352
1259.1433,0.1700, 0.1902,0.1700, 0.1843,0.0639, 0.0639, -0.4554
1279.1392,0.1700, 0.1887,0.1700, 0.1838,0.0639, 0.0639, -0.1358
1299.1372,0.1700, 0.1863,0.1700, 0.1819,0.2836, 0.0639, 0.0439
1319.1359,0.1700, 0.1870,0.1700, 0.1809,1.3023, 0.0639, -0.0959
