TargetPitch,SensorPitch,TargetRoll,SensorRoll
0.0000,-0.0476,-0.1700,-0.0952
0.0000,-0.0480,-0.1700,-0.0983
0.0000,-0.0483,-0.1700,-0.1009
0.0000,-0.0487,-0.1700,-0.1037
0.0000,-0.0490,-0.1700,-0.1066
0.0000,-0.0493,-0.1700,-0.1092
0.0000,-0.0497,-0.1700,-0.1124
0.0000,-0.0501,-0.1700,-0.1152
0.0000,-0.0504,-0.1700,-0.1177
0.0000,-0.0507,-0.1700,-0.1205
0.0000,-0.0510,-0.1700,-0.1233
0.0000,-0.0514,-0.1700,-0.1263
0.0000,-0.0517,-0.1700,-0.1291
0.0000,-0.0520,-0.1700,-0.1320
0.0000,-0.0524,-0.1700,-0.1345
0.0000,-0.0527,-0.1700,-0.1367
0.0000,-0.0531,-0.1700,-0.1397
0.0000,-0.0534,-0.1700,-0.1429
0.0000,-0.0537,-0.1700,-0.1459
0.0000,-0.0540,-0.1700,-0.1490
0.0000,-0.0544,-0.1700,-0.1516
0.0000,-0.0546,-0.1700,-0.1538
0.0000,-0.0548,-0.1700,-0.1557
0.0000,-0.0552,-0.1700,-0.1587
0.0000,-0.0556,-0.1700,-0.1623
0.0000,-0.0560,-0.1700,-0.1652
0.0000,-0.0562,-0.1700,-0.1677
0.0000,-0.0565,-0.1700,-0.1698
0.0000,-0.0568,-0.1700,-0.1727
0.0000,-0.0573,-0.1700,-0.1756
0.0000,-0.0576,-0.1700,-0.1785
0.0000,-0.0580,-0.1700,-0.1816
0.0000,-0.0584,-0.1700,-0.1847
0.0000,-0.0588,-0.1700,-0.1876
0.0000,-0.0592,-0.1700,-0.1900
0.0000,-0.0594,-0.1700,-0.1917
0.0000,-0.0598,-0.1700,-0.1938
0.0000,-0.0603,-0.1700,-0.1970
0.0000,-0.0610,-0.1700,-0.2009
0.0000,-0.0615,-0.1700,-0.2042
0.0000,-0.0619,-0.1700,-0.2064
0.0000,-0.0621,-0.1700,-0.2085
0.0000,-0.0624,-0.1700,-0.2106
0.0000,-0.0627,-0.1700,-0.2130
0.0000,-0.0630,-0.1700,-0.2154
0.0000,-0.0635,-0.1700,-0.2191
0.0000,-0.0639,-0.1700,-0.2221
0.0000,-0.0642,-0.1700,-0.2245
0.0000,-0.0646,-0.1700,-0.2273
0.0000,-0.0648,-0.1700,-0.2289
0.0000,-0.0652,-0.1700,-0.2312
0.0000,-0.0655,-0.1700,-0.2341
0.0000,-0.0659,-0.1700,-0.2378
0.0000,-0.0660,-0.1700,-0.2409
0.0000,-0.0663,-0.1700,-0.2431
0.0000,-0.0666,-0.1700,-0.2454
0.0000,-0.0669,-0.1700,-0.2470
0.0000,-0.0675,-0.1700,-0.2490
0.0000,-0.0679,-0.1700,-0.2513
0.0000,-0.0686,-0.1700,-0.2553
0.0000,-0.0691,-0.1700,-0.2594
0.0000,-0.0693,-0.1700,-0.2614
0.0000,-0.0696,-0.1700,-0.2628
0.0000,-0.0699,-0.1700,-0.2653
0.0000,-0.0704,-0.1700,-0.2679
0.0000,-0.0707,-0.1700,-0.2700
0.0000,-0.0713,-0.1700,-0.2735
0.0000,-0.0716,-0.1700,-0.2764
0.0000,-0.0719,-0.1700,-0.2780
0.0000,-0.0723,-0.1700,-0.2797
0.0000,-0.0728,-0.1700,-0.2821
0.0000,-0.0733,-0.1700,-0.2848
0.0000,-0.0738,0.1700,-0.2873
0.0000,-0.0742,0.1700,-0.2908
0.0000,-0.0738,0.1700,-0.2909
0.0000,-0.0734,0.1700,-0.2900
0.0000,-0.0737,0.1700,-0.2902
0.0000,-0.0728,0.1700,-0.2852
0.0000,-0.0717,0.1700,-0.2780
0.0000,-0.0711,0.1700,-0.2732
0.0000,-0.0708,0.1700,-0.2712
0.0000,-0.0705,0.1700,-0.2694
0.0000,-0.0701,0.1700,-0.2666
0.0000,-0.0698,0.1700,-0.2634
0.0000,-0.0693,0.1700,-0.2600
0.0000,-0.0690,0.1700,-0.2574
0.0000,-0.0685,0.1700,-0.2549
0.0000,-0.0680,0.1700,-0.2516
0.0000,-0.0672,0.1700,-0.2491
0.0000,-0.0668,0.1700,-0.2473
0.0000,-0.0665,0.1700,-0.2445
0.0000,-0.0660,0.1700,-0.2412
0.0000,-0.0657,0.1700,-0.2385
0.0000,-0.0654,0.1700,-0.2362
0.0000,-0.0651,0.1700,-0.2340
0.0000,-0.0647,0.1700,-0.2309
0.0000,-0.0644,0.1700,-0.2279
0.0000,-0.0641,0.1700,-0.2252
0.0000,-0.0639,0.1700,-0.2223
0.0000,-0.0638,0.1700,-0.2193
0.0000,-0.0636,0.1700,-0.2167
0.0000,-0.0631,0.1700,-0.2138
0.0000,-0.0627,0.1700,-0.2105
0.0000,-0.0624,0.1700,-0.2081
0.0000,-0.0620,0.1700,-0.2053
0.0000,-0.0618,0.1700,-0.2027
0.0000,-0.0613,0.1700,-0.1995
0.0000,-0.0609,0.1700,-0.1965
0.0000,-0.0605,0.1700,-0.1936
0.0000,-0.0602,0.1700,-0.1912
0.0000,-0.0598,0.1700,-0.1887
0.0000,-0.0593,0.1700,-0.1859
0.0000,-0.0587,0.1700,-0.1826
0.0000,-0.0583,0.1700,-0.1789
0.0000,-0.0581,0.1700,-0.1768
0.0000,-0.0579,0.1700,-0.1744
0.0000,-0.0575,0.1700,-0.1715
0.0000,-0.0571,0.1700,-0.1681
0.0000,-0.0568,0.1700,-0.1654
0.0000,-0.0564,0.1700,-0.1631
0.0000,-0.0560,0.1700,-0.1593
0.0000,-0.0556,0.1700,-0.1564
0.0000,-0.0553,0.1700,-0.1541
0.0000,-0.0550,0.1700,-0.1517
0.0000,-0.0545,0.1700,-0.1489
0.0000,-0.0545,0.1700,-0.1457
0.0000,-0.0543,0.1700,-0.1425
0.0000,-0.0541,0.1700,-0.1406
0.0000,-0.0538,0.1700,-0.1386
0.0000,-0.0535,0.1700,-0.1351
0.0000,-0.0532,0.1700,-0.1323
0.0000,-0.0529,0.1700,-0.1300
0.0000,-0.0528,0.1700,-0.1283
0.0000,-0.0526,0.1700,-0.1257
0.0000,-0.0518,0.1700,-0.1220
0.0000,-0.0511,0.1700,-0.1189
0.0000,-0.0510,0.1700,-0.1168
0.0000,-0.0508,0.1700,-0.1146
0.0000,-0.0505,0.1700,-0.1119
0.0000,-0.0502,0.1700,-0.1089
0.0000,-0.0504,0.1700,-0.1053
0.0000,-0.0504,0.1700,-0.1020
0.0000,-0.0502,0.1700,-0.0999
0.0000,-0.0500,0.1700,-0.0972
0.0000,-0.0496,0.1700,-0.0941
0.0000,-0.0494,0.1700,-0.0919
0.0000,-0.0490,0.1700,-0.0890
0.0000,-0.0486,0.1700,-0.0856
0.0000,-0.0482,0.1700,-0.0823
0.0000,-0.0479,0.1700,-0.0805
0.0000,-0.0475,0.1700,-0.0786
0.0000,-0.0470,0.1700,-0.0754
0.0000,-0.0465,0.1700,-0.0722
0.0000,-0.0462,0.1700,-0.0693
0.0000,-0.0460,0.1700,-0.0676
0.0000,-0.0458,0.1700,-0.0655
0.0000,-0.0455,0.1700,-0.0618
0.0000,-0.0453,0.1700,-0.0593
0.0000,-0.0452,0.1700,-0.0571
0.0000,-0.0451,0.1700,-0.0542
0.0000,-0.0447,0.1700,-0.0509
0.0000,-0.0444,0.1700,-0.0480
0.0000,-0.0442,0.1700,-0.0463
0.0000,-0.0440,0.1700,-0.0433
0.0000,-0.0438,0.1700,-0.0403
0.0000,-0.0434,0.1700,-0.0381
0.0000,-0.0430,0.1700,-0.0352
0.0000,-0.0428,0.1700,-0.0320
0.0000,-0.0425,0.1700,-0.0289
0.0000,-0.0424,0.1700,-0.0269
0.0000,-0.0423,0.1700,-0.0251
0.0000,-0.0423,0.1700,-0.0227
0.0000,-0.0422,-0.1700,-0.0200
0.0000,-0.0420,-0.1700,-0.0190
0.0000,-0.0423,-0.1700,-0.0201
0.0000,-0.0420,-0.1700,-0.0215
0.0000,-0.0418,-0.1700,-0.0248
0.0000,-0.0420,-0.1700,-0.0279
0.0000,-0.0420,-0.1700,-0.0299
0.0000,-0.0423,-0.1700,-0.0328
0.0000,-0.0427,-0.1700,-0.0352
0.0000,-0.0432,-0.1700,-0.0376
0.0000,-0.0432,-0.1700,-0.0418
0.0000,-0.0435,-0.1700,-0.0454
0.0000,-0.0439,-0.1700,-0.0479
0.0000,-0.0444,-0.1700,-0.0509
0.0000,-0.0447,-0.1700,-0.0538
0.0000,-0.0450,-0.1700,-0.0561
0.0000,-0.0452,-0.1700,-0.0592
0.0000,-0.0455,-0.1700,-0.0626
0.0000,-0.0458,-0.1700,-0.0656
0.0000,-0.0459,-0.1700,-0.0689
0.0000,-0.0461,-0.1700,-0.0714
0.0000,-0.0460,-0.1700,-0.0735
0.0000,-0.0460,-0.1700,-0.0763
0.0000,-0.0463,-0.1700,-0.0795
0.0000,-0.0466,-0.1700,-0.0826
0.0000,-0.0469,-0.1700,-0.0859
0.0000,-0.0474,-0.1700,-0.0893
0.0000,-0.0477,-0.1700,-0.0925
0.0000,-0.0480,-0.1700,-0.0946
0.0000,-0.0487,-0.1700,-0.0964
0.0000,-0.0493,-0.1700,-0.0995
0.0000,-0.0495,-0.1700,-0.1029
0.0000,-0.0498,-0.1700,-0.1057
0.0000,-0.0500,-0.1700,-0.1078
0.0000,-0.0503,-0.1700,-0.1105
0.0000,-0.0506,-0.1700,-0.1141
0.0000,-0.0511,-0.1700,-0.1171
0.0000,-0.0513,-0.1700,-0.1192
0.0000,-0.0517,-0.1700,-0.1217
0.0000,-0.0519,-0.1700,-0.1255
0.0000,-0.0521,-0.1700,-0.1289
0.0000,-0.0523,-0.1700,-0.1310
0.0000,-0.0526,-0.1700,-0.1338
0.0000,-0.0530,-0.1700,-0.1366
0.0000,-0.0532,-0.1700,-0.1389
0.0000,-0.0536,-0.1700,-0.1418
0.0000,-0.0540,-0.1700,-0.1452
0.0000,-0.0544,-0.1700,-0.1483
0.0000,-0.0547,-0.1700,-0.1513
0.0000,-0.0550,-0.1700,-0.1535
0.0000,-0.0552,-0.1700,-0.1552
0.0000,-0.0556,-0.1700,-0.1584
0.0000,-0.0560,-0.1700,-0.1618
0.0000,-0.0567,-0.1700,-0.1647
0.0000,-0.0571,-0.1700,-0.1667
0.0000,-0.0574,-0.1700,-0.1691
0.0000,-0.0579,-0.1700,-0.1721
0.0000,-0.0582,-0.1700,-0.1743
0.0000,-0.0585,-0.1700,-0.1768
0.0000,-0.0589,-0.1700,-0.1800
0.0000,-0.0593,-0.1700,-0.1835
0.0000,-0.0596,-0.1700,-0.1865
0.0000,-0.0599,-0.1700,-0.1887
0.0000,-0.0602,-0.1700,-0.1910
0.0000,-0.0605,-0.1700,-0.1930
0.0000,-0.0609,-0.1700,-0.1959
0.0000,-0.0614,-0.1700,-0.1997
0.0000,-0.0618,-0.1700,-0.2028
0.0000,-0.0621,-0.1700,-0.2051
0.0000,-0.0623,-0.1700,-0.2075
0.0000,-0.0626,-0.1700,-0.2104
0.0000,-0.0626,-0.1700,-0.2125
0.0000,-0.0628,-0.1700,-0.2149
0.0000,-0.0633,-0.1700,-0.2183
0.0000,-0.0637,-0.1700,-0.2214
0.0000,-0.0641,-0.1700,-0.2242
0.0000,-0.0644,-0.1700,-0.2264
0.0000,-0.0647,-0.1700,-0.2283
0.0000,-0.0651,-0.1700,-0.2310
0.0000,-0.0655,-0.1700,-0.2337
0.0000,-0.0660,-0.1700,-0.2371
0.0000,-0.0663,-0.1700,-0.2397
0.0000,-0.0666,-0.1700,-0.2420
0.0000,-0.0670,-0.1700,-0.2447
0.0000,-0.0673,-0.1700,-0.2469
0.0000,-0.0675,-0.1700,-0.2486
0.0000,-0.0679,-0.1700,-0.2505
0.0000,-0.0686,-0.1700,-0.2547
0.0000,-0.0693,-0.1700,-0.2589
0.0000,-0.0697,-0.1700,-0.2609
0.0000,-0.0700,-0.1700,-0.2617
0.0000,-0.0704,-0.1700,-0.2634
0.0000,-0.0708,-0.1700,-0.2664
0.0000,-0.0714,-0.1700,-0.2698
0.0000,-0.0718,-0.1700,-0.2727
0.0000,-0.0722,-0.1700,-0.2746
0.0000,-0.0725,-0.1700,-0.2766
0.0000,-0.0730,-0.1700,-0.2792
0.0000,-0.0733,-0.1700,-0.2817
0.0000,-0.0737,-0.1700,-0.2838
0.0000,-0.0742,0.1700,-0.2862
0.0000,-0.0746,0.1700,-0.2893
0.0000,-0.0749,0.1700,-0.2906
0.0000,-0.0749,0.1700,-0.2900
0.0000,-0.0747,0.1700,-0.2900
0.0000,-0.0738,0.1700,-0.2857
0.0000,-0.0727,0.1700,-0.2783
0.0000,-0.0721,0.1700,-0.2735
0.0000,-0.0715,0.1700,-0.2705
0.0000,-0.0712,0.1700,-0.2687
0.0000,-0.0705,0.1700,-0.2665
0.0000,-0.0699,0.1700,-0.2639
0.0000,-0.0694,0.1700,-0.2605
0.0000,-0.0689,0.1700,-0.2577
0.0000,-0.0686,0.1700,-0.2554
0.0000,-0.0682,0.1700,-0.2522
0.0000,-0.0678,0.1700,-0.2497
0.0000,-0.0674,0.1700,-0.2470
0.0000,-0.0671,0.1700,-0.2443
0.0000,-0.0666,0.1700,-0.2412
0.0000,-0.0662,0.1700,-0.2382
0.0000,-0.0658,0.1700,-0.2351
0.0000,-0.0654,0.1700,-0.2325
0.0000,-0.0652,0.1700,-0.2306
0.0000,-0.0647,0.1700,-0.2278
0.0000,-0.0643,0.1700,-0.2245
0.0000,-0.0638,0.1700,-0.2217
0.0000,-0.0633,0.1700,-0.2187
0.0000,-0.0630,0.1700,-0.2162
0.0000,-0.0628,0.1700,-0.2140
0.0000,-0.0624,0.1700,-0.2111
0.0000,-0.0621,0.1700,-0.2083
0.0000,-0.0617,0.1700,-0.2057
0.0000,-0.0614,0.1700,-0.2024
0.0000,-0.0612,0.1700,-0.1989
0.0000,-0.0614,0.1700,-0.1968
0.0000,-0.0611,0.1700,-0.1942
0.0000,-0.0607,0.1700,-0.1916
0.0000,-0.0604,0.1700,-0.1890
0.0000,-0.0599,0.1700,-0.1856
0.0000,-0.0596,0.1700,-0.1826
0.0000,-0.0591,0.1700,-0.1796
0.0000,-0.0589,0.1700,-0.1774
0.0000,-0.0586,0.1700,-0.1752
0.0000,-0.0582,0.1700,-0.1723
0.0000,-0.0577,0.1700,-0.1692
0.0000,-0.0573,0.1700,-0.1659
0.0000,-0.0569,0.1700,-0.1628
0.0000,-0.0564,0.1700,-0.1604
0.0000,-0.0557,0.1700,-0.1583
0.0000,-0.0553,0.1700,-0.1549
0.0000,-0.0549,0.1700,-0.1521
0.0000,-0.0546,0.1700,-0.1499
0.0000,-0.0543,0.1700,-0.1473
0.0000,-0.0538,0.1700,-0.1434
0.0000,-0.0534,0.1700,-0.1398
0.0000,-0.0532,0.1700,-0.1380
0.0000,-0.0529,0.1700,-0.1357
0.0000,-0.0526,0.1700,-0.1330
0.0000,-0.0523,0.1700,-0.1301
0.0000,-0.0520,0.1700,-0.1271
0.0000,-0.0517,0.1700,-0.1241
0.0000,-0.0518,0.1700,-0.1220
0.0000,-0.0518,0.1700,-0.1191
0.0000,-0.0516,0.1700,-0.1163
0.0000,-0.0512,0.1700,-0.1131
0.0000,-0.0509,0.1700,-0.1106
0.0000,-0.0506,0.1700,-0.1084
0.0000,-0.0503,0.1700,-0.1051
0.0000,-0.0500,0.1700,-0.1023
0.0000,-0.0496,0.1700,-0.0993
0.0000,-0.0493,0.1700,-0.0971
0.0000,-0.0486,0.1700,-0.0942
0.0000,-0.0481,0.1700,-0.0920
0.0000,-0.0477,0.1700,-0.0897
0.0000,-0.0472,0.1700,-0.0863
0.0000,-0.0466,0.1700,-0.0832
0.0000,-0.0463,0.1700,-0.0809
0.0000,-0.0460,0.1700,-0.0792
0.0000,-0.0455,0.1700,-0.0762
0.0000,-0.0452,0.1700,-0.0731
0.0000,-0.0455,0.1700,-0.0695
0.0000,-0.0455,0.1700,-0.0668
0.0000,-0.0453,0.1700,-0.0643
0.0000,-0.0451,0.1700,-0.0608
0.0000,-0.0448,0.1700,-0.0586
0.0000,-0.0445,0.1700,-0.0571
0.0000,-0.0441,0.1700,-0.0543
0.0000,-0.0435,0.1700,-0.0511
0.0000,-0.0429,0.1700,-0.0488
0.0000,-0.0427,0.1700,-0.0464
0.0000,-0.0425,0.1700,-0.0430
0.0000,-0.0423,0.1700,-0.0402
0.0000,-0.0423,0.1700,-0.0377
0.0000,-0.0422,0.1700,-0.0349
0.0000,-0.0424,0.1700,-0.0321
0.0000,-0.0425,0.1700,-0.0293
0.0000,-0.0426,0.1700,-0.0280
0.0000,-0.0427,0.1700,-0.0262
0.0000,-0.0424,0.1700,-0.0233
