Time, TargetPitch, SensorPitch, TargetRoll, SensorRoll, VelM1, VelM2, VelM3
14.8679,0.1700, -0.0159,0.1700, -0.0111,0.4234, 0.0439, 0.0639
31.8721,0.1700, -0.0160,0.1700, -0.0111,2.3609, 0.4634, -1.9534
51.8604,0.1700, -0.0156,0.1700, -0.0112,4.4581, 1.3023, -5.6086
71.8593,0.1700, -0.0135,0.1700, -0.0096,4.7577, 1.7217, -6.0680
91.8602,0.1700, -0.0084,0.1700, -0.0046,3.8789, 1.8416, -5.2890
111.8588,0.1700, 0.0012,0.1700, 0.0041,3.1998, 1.2424, -4.5101
131.8576,0.1700, 0.0148,0.1700, 0.0155,2.8802, 1.1824, -4.1705
151.8569,0.1700, 0.0270,0.1700, 0.0270,2.6605, 1.0826, -4.1505
171.8560,0.1700, 0.0341,0.1700, 0.0350,2.7404, 1.2623, -3.8110
191.8576,0.1700, 0.0380,0.1700, 0.0377,3.0200, 0.7230, -4.3702
211.8548,0.1700, 0.0428,0.1700, 0.0380,3.1399, 1.2823, -3.8310
231.8544,0.1700, 0.0495,0.1700, 0.0418,2.9601, 1.5619, -3.5913
251.8535,0.1700, 0.0580,0.1700, 0.0504,2.6405, 1.6618, -3.8310
271.8527,0.1700, 0.0671,0.1700, 0.0603,2.3609, 0.9627, -3.7311
291.8517,0.1700, 0.0739,0.1700, 0.0684,2.3609, 0.6432, -3.6112
311.8561,0.1700, 0.0791,0.1700, 0.0734,2.2610, 0.6032, -3.4115
331.8517,0.1700, 0.0839,0.1700, 0.0766,2.1212, 0.6631, -3.2717
351.8506,0.1700, 0.0891,0.1700, 0.0801,2.2211, 1.3223, -3.1519
371.8506,0.1700, 0.0949,0.1700, 0.0853,2.3209, 1.5619, -2.7923
392.8482,0.1700, 0.1003,0.1700, 0.0913,1.8016, 1.4421, -2.6325
412.8483,0.1700, 0.1050,0.1700, 0.0971,1.9015, 1.0626, -3.3316
432.8457,0.1700, 0.1093,0.1700, 0.1035,2.0213, 0.9827, -2.3529
452.8460,0.1700, 0.1135,0.1700, 0.1096,1.7417, 0.2637, -2.5926
472.8454,0.1700, 0.1178,0.1700, 0.1131,1.7817, -0.0559, -2.3130
492.8452,0.1700, 0.1220,0.1700, 0.1150,1.4022, 0.8029, -2.4128
512.8439,0.1700, 0.1257,0.1700, 0.1174,1.8815, -0.0559, -2.4727
532.8431,0.1700, 0.1293,0.1700, 0.1199,1.7018, 1.8815, -2.0133
552.8433,0.1700, 0.1321,0.1700, 0.1238,1.5420, 1.5819, -2.2530
572.8419,0.1700, 0.1355,0.1700, 0.1280,1.7018, 1.4221, -1.9934
592.8422,0.1700, 0.1388,0.1700, 0.1323,1.7817, 0.3236, -2.4927
612.8409,0.1700, 0.1411,0.1700, 0.1381,1.4621, -0.0559, -2.3130
632.8387,0.1700, 0.1446,0.1700, 0.1423,1.3023, 0.0639, -2.2331
652.8398,0.1700, 0.1489,0.1700, 0.1433,1.0826, 0.0639, -1.5140
672.8375,0.1700, 0.1507,0.1700, 0.1427,1.2024, 0.5033, -1.4141
692.8387,0.1700, 0.1516,0.1700, 0.1437,1.4421, 1.2424, -1.5140
712.8370,0.1700, 0.1547,0.1700, 0.1458,1.0626, 1.0426, -1.4741
732.8359,0.1700, 0.1583,0.1700, 0.1492,0.7031, 0.8229, -1.3742
752.8350,0.1700, 0.1600,0.1700, 0.1547,0.7230, 0.1838, -2.0133
772.8372,0.1700, 0.1616,0.1700, 0.1590,0.7830, -0.0759, -1.6139
793.8361,0.1700, 0.1639,0.1700, 0.1601,0.7230, 1.2224, -1.3542
813.8332,0.1700, 0.1650,0.1700, 0.1597,1.1425, 1.4221, -1.3542
833.8335,0.1700, 0.1659,0.1700, 0.1608,0.8029, 0.5233, -1.1944
853.8318,0.1700, 0.1679,0.1700, 0.1647,1.0826, -0.0360, -1.0346
873.8296,0.1700, 0.1704,0.1700, 0.1701,0.5832, 0.0639, -1.1944
893.8317,0.1700, 0.1732,0.1700, 0.1728,0.9228, 0.0639, -1.4940
913.8357,0.1700, 0.1747,0.1700, 0.1714,0.1638, 0.9228, -0.8549
933.8308,0.1700, 0.1739,0.1700, 0.1699,1.1625, 0.9228, -0.9947
953.8285,0.1700, 0.1738,0.1700, 0.1716,0.8029, 0.5832, -1.0346
973.8278,0.1700, 0.1756,0.1700, 0.1754,0.8029, -0.0160, -0.9747
993.8266,0.1700, 0.1777,0.1700, 0.1791,0.7630, 0.0639, -0.6352
1013.8255,0.1700, 0.1802,0.1700, 0.1809,0.2037, 0.0639, -0.6152
1033.8260,0.1700, 0.1815,0.1700, 0.1805,0.3036, 0.1039, -0.8149
1053.8258,0.1700, 0.1815,0.1700, 0.1799,1.6019, 0.4834, -0.7151
1073.8240,0.1700, 0.1814,0.1700, 0.1806,0.7830, 0.3036, -0.6551
1093.8251,0.1700, 0.1825,0.1700, 0.1819,0.1838, 0.7230, -0.4155
1113.8237,0.1700, 0.1854,0.1700, 0.1837,0.1039, 1.4221, -0.5952
1134.8220,0.1700, 0.1876,0.1700, 0.1868,0.0639, 0.5633, -0.5952
1154.8212,0.1700, 0.1864,0.1700, 0.1898,0.2237, -0.0360, -0.4354
1174.8203,0.1700, 0.1849,0.1700, 0.1913,1.3422, 0.0439, -0.3156
1194.8219,0.1700, 0.1859,0.1700, 0.1912,0.2037, 0.0439, -0.3755
1214.8188,0.1700, 0.1869,0.1700, 0.1908,0.2637, 0.0439, -0.2157
1234.8179,0.1700, 0.1883,0.1700, 0.1913,0.8029, -0.1158, -0.6751
1254.8174,0.1700, 0.1901,0.1700, 0.1927,0.4434, 0.1438, -0.8948
